hotel_type,booking_status,advance_booking_days,arrival_year,arrival_month,arrival_week,arrival_day,weekend_nights,weekday_nights,num_adults,num_children,num_infants,meal_plan,guest_country,booking_segment,booking_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room,assigned_room,modifications,deposit_type,travel_agent_id,corporate_id,waiting_days,customer_category,avg_daily_rate,parking_spaces,special_requests,reservation_status,reservation_date,total_stay_nights,booking_season,family_booking,total_guests,is_long_stay,total_revenue,occupancy_rate,weekend_ratio,cancellation_risk
Urban Hotel,False,1,2016,December,52,20,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,2,No Deposit,9.0,Not Applicable,0,Regular,79.5,0,2,Checked-Out,21-12-2016,1,Winter,False,1.0,False,79.5,0.25,0.0,Very Low
Urban Hotel,True,110,2017,April,17,26,1,4,3,0.0,0,SC,NOR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,100.8,0,0,Cancelled,06-01-2017,5,Spring,False,3.0,False,504.0,0.75,0.1999600079984003,High
Urban Hotel,False,41,2017,March,9,1,0,3,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,False,0,0,A,D,0,No Deposit,28.0,Not Applicable,0,Regular,75.0,0,0,Checked-Out,04-03-2017,3,Spring,False,2.0,False,225.0,0.5,0.0,Medium
Urban Hotel,True,350,2017,June,26,26,1,0,2,0.0,0,SC,BRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,99.0,0,0,Cancelled,22-10-2016,1,Summer,False,2.0,False,99.0,0.5,0.9990009990009991,High
Urban Hotel,True,32,2015,November,47,20,0,2,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,No Deposit,119.0,Not Applicable,0,Regular-Party,73.0,0,0,Cancelled,06-11-2015,2,Autumn,False,1.0,False,146.0,0.25,0.0,Medium
Urban Hotel,False,24,2015,September,38,17,0,3,2,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,117.67,0,1,Checked-Out,20-09-2015,3,Autumn,False,2.0,False,353.01,0.5,0.0,Low
Luxury Resort,False,164,2016,June,25,16,4,10,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,40.0,Not Applicable,0,Corporate Contract,53.85,0,0,Checked-Out,30-06-2016,14,Summer,False,2.0,True,753.9,0.5,0.28569387900864224,High
Urban Hotel,False,28,2015,August,32,3,1,3,3,0.0,0,SB,ESP,Group Bookings,TA/TO,False,0,0,A,D,1,No Deposit,1.0,Not Applicable,0,Regular-Party,84.0,0,0,Checked-Out,07-08-2015,4,Summer,False,3.0,False,336.0,0.75,0.2499375156210947,Low
Luxury Resort,False,74,2017,March,13,30,2,5,2,2.0,0,SB,PRT,Online TA,TA/TO,False,0,0,G,G,0,No Deposit,240.0,Not Applicable,0,Regular,113.29,0,1,Checked-Out,06-04-2017,7,Spring,True,4.0,True,793.0300000000001,1.0,0.285673475217826,Medium
Urban Hotel,True,100,2017,April,16,22,2,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,58.0,Not Applicable,0,Regular,105.0,0,0,Cancelled,12-01-2017,4,Spring,False,2.0,False,420.0,0.5,0.4998750312421894,High
Urban Hotel,False,1,2017,April,15,10,1,1,1,0.0,0,SC,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,150.0,0,1,Checked-Out,12-04-2017,2,Spring,False,1.0,False,300.0,0.25,0.49975012493753124,Very Low
Luxury Resort,False,64,2015,August,34,20,2,4,3,1.0,0,HB,MAR,Offline TA/TO,TA/TO,False,0,0,C,C,4,No Deposit,142.0,Not Applicable,0,Regular,163.23,0,0,Checked-Out,26-08-2015,6,Summer,True,4.0,False,979.3799999999999,1.0,0.33327778703549404,Medium
Urban Hotel,False,191,2016,June,23,3,1,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,3.0,Not Applicable,0,Regular-Party,132.0,0,0,Checked-Out,06-06-2016,3,Summer,False,2.0,False,396.0,0.5,0.33322225924691773,High
Luxury Resort,False,1,2015,December,53,30,0,0,1,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,79.49,0,0,Checked-Out,30-12-2015,0,Winter,False,1.0,False,0.0,0.25,0.0,Very Low
Urban Hotel,True,84,2015,November,48,27,1,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,64.0,0,0,Cancelled,19-11-2015,3,Autumn,False,2.0,False,192.0,0.5,0.33322225924691773,Medium
Urban Hotel,False,13,2016,February,9,21,2,0,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,False,0,0,A,D,0,No Deposit,28.0,Not Applicable,0,Regular,87.0,0,0,Checked-Out,23-02-2016,2,Winter,False,2.0,False,174.0,0.5,0.9995002498750625,Low
Luxury Resort,True,27,2017,July,29,17,1,3,1,0.0,0,SB,PRT,Direct,Direct,False,0,0,D,D,0,No Deposit,,Not Applicable,0,Regular,174.25,0,0,Cancelled,22-06-2017,4,Summer,False,1.0,False,697.0,0.25,0.2499375156210947,Low
Luxury Resort,False,4,2017,March,10,10,0,2,2,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,82.0,1,2,Checked-Out,12-03-2017,2,Spring,False,2.0,False,164.0,0.5,0.0,Very Low
Urban Hotel,False,2,2017,July,28,10,1,2,2,0.0,0,SB,FRA,Direct,Direct,False,0,0,A,A,1,No Deposit,,Not Applicable,0,Regular,166.67,0,2,Checked-Out,13-07-2017,3,Summer,False,2.0,False,500.01,0.5,0.33322225924691773,Very Low
Urban Hotel,False,109,2016,July,28,9,2,1,2,0.0,0,SB,NZL,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,103.84,0,0,Checked-Out,12-07-2016,3,Summer,False,2.0,False,311.52,0.5,0.6664445184938355,High
Luxury Resort,True,295,2016,June,26,22,1,4,1,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,57.51,0,1,Cancelled,10-03-2016,5,Summer,False,1.0,False,287.55,0.25,0.1999600079984003,High
Urban Hotel,False,18,2017,August,34,26,1,1,2,0.0,0,SB,CHE,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,134.5,0,1,Checked-Out,28-08-2017,2,Summer,False,2.0,False,269.0,0.5,0.49975012493753124,Low
Luxury Resort,False,94,2017,February,7,13,1,3,1,0.0,0,HB,GBR,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,152.0,Not Applicable,0,Regular-Party,44.0,0,0,Checked-Out,17-02-2017,4,Winter,False,1.0,False,176.0,0.25,0.2499375156210947,High
Luxury Resort,False,195,2016,July,30,22,2,5,2,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,134.86,1,1,Checked-Out,29-07-2016,7,Summer,False,2.0,True,944.0200000000001,0.5,0.285673475217826,High
Urban Hotel,True,92,2015,August,32,7,2,4,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular-Party,76.5,0,1,Cancelled,25-07-2015,6,Summer,False,2.0,False,459.0,0.5,0.33327778703549404,High
Urban Hotel,False,66,2015,October,41,9,1,2,2,0.0,0,SB,Unknown,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,21.0,Not Applicable,0,Regular-Party,75.0,0,0,Checked-Out,12-10-2015,3,Autumn,False,2.0,False,225.0,0.5,0.33322225924691773,Medium
Luxury Resort,False,7,2016,September,38,11,2,1,2,1.0,0,SB,RUS,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular-Party,130.67,0,2,Checked-Out,14-09-2016,3,Autumn,True,3.0,False,392.01,0.75,0.6664445184938355,Very Low
Luxury Resort,True,162,2016,August,36,31,2,7,2,0.0,0,SB,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,141.33,0,0,Cancelled,21-07-2016,9,Summer,False,2.0,True,1271.97,0.5,0.22219753360737698,High
Urban Hotel,True,61,2015,November,48,23,1,3,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,G,G,1,No Deposit,37.0,Not Applicable,0,Regular-Party,10.0,0,0,No-Show,23-11-2015,4,Autumn,False,2.0,False,40.0,0.5,0.2499375156210947,Medium
Urban Hotel,False,386,2016,October,44,23,2,0,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,False,0,0,A,A,1,No Deposit,,Not Applicable,0,Regular-Party,90.0,0,1,Checked-Out,25-10-2016,2,Autumn,False,1.0,False,180.0,0.25,0.9995002498750625,
Urban Hotel,False,14,2015,October,42,15,0,2,1,0.0,0,SB,ROU,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,99.0,Not Applicable,0,Regular-Party,100.0,0,0,Checked-Out,17-10-2015,2,Autumn,False,1.0,False,200.0,0.25,0.0,Low
Urban Hotel,True,268,2015,July,29,12,2,1,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,No Deposit,5.0,Not Applicable,0,Regular,82.0,0,0,Cancelled,26-06-2015,3,Summer,False,2.0,False,246.0,0.5,0.6664445184938355,High
Luxury Resort,False,19,2016,July,31,28,1,3,2,0.0,0,Undefined,Unknown,Direct,Direct,False,0,0,F,F,0,No Deposit,,Not Applicable,0,Regular,256.5,0,3,Checked-Out,01-08-2016,4,Summer,False,2.0,False,1026.0,0.5,0.2499375156210947,Low
Luxury Resort,False,2,2017,May,21,23,0,2,1,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,74.5,1,1,Checked-Out,25-05-2017,2,Spring,False,1.0,False,149.0,0.25,0.0,Very Low
Urban Hotel,False,68,2016,October,45,30,2,1,2,0.0,0,SB,ITA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular-Party,96.6,0,1,Checked-Out,02-11-2016,3,Autumn,False,2.0,False,289.79999999999995,0.5,0.6664445184938355,Medium
Luxury Resort,False,1,2016,February,7,7,1,0,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,D,0,No Deposit,6.0,Not Applicable,0,Group Booking,29.0,0,0,Checked-Out,08-02-2016,1,Winter,False,2.0,False,29.0,0.5,0.9990009990009991,Very Low
Urban Hotel,True,107,2015,August,33,9,2,4,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,27.0,Not Applicable,0,Regular,63.75,0,1,No-Show,09-08-2015,6,Summer,False,2.0,False,382.5,0.5,0.33327778703549404,High
Urban Hotel,False,235,2016,June,26,24,0,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,1.0,Not Applicable,61,Regular-Party,65.0,0,1,Checked-Out,26-06-2016,2,Summer,False,2.0,False,130.0,0.5,0.0,High
Luxury Resort,False,86,2016,April,17,20,0,1,2,0.0,0,SB,DEU,Offline TA/TO,TA/TO,False,0,0,D,D,0,No Deposit,251.0,Not Applicable,0,Regular-Party,59.0,0,1,Checked-Out,21-04-2016,1,Spring,False,2.0,False,59.0,0.5,0.0,Medium
Urban Hotel,False,59,2016,January,5,28,0,1,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,87.0,Not Applicable,0,Regular-Party,80.0,0,0,Checked-Out,29-01-2016,1,Winter,False,1.0,False,80.0,0.25,0.0,Medium
Urban Hotel,True,75,2017,February,5,4,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,100.0,0,0,Cancelled,05-01-2017,1,Winter,False,2.0,False,100.0,0.5,0.0,Medium
Luxury Resort,False,0,2015,November,45,1,1,0,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,False,0,0,E,E,0,No Deposit,6.0,Not Applicable,0,Group Booking,81.9,0,0,Checked-Out,02-11-2015,1,Autumn,False,2.0,False,81.9,0.5,0.9990009990009991,
Luxury Resort,False,222,2015,September,38,14,1,1,2,0.0,0,HB,Unknown,Group Bookings,TA/TO,False,0,0,A,D,0,No Deposit,68.0,Not Applicable,0,Regular,80.0,0,0,Checked-Out,16-09-2015,2,Autumn,False,2.0,False,160.0,0.5,0.49975012493753124,High
Urban Hotel,False,55,2016,March,10,5,2,6,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,84.2,0,1,Checked-Out,13-03-2016,8,Spring,False,2.0,True,673.6,0.5,0.2499687539057618,Medium
Urban Hotel,False,0,2016,February,9,23,0,3,1,0.0,0,SB,PRT,Corporate,Corporate,False,0,0,A,A,1,No Deposit,,40.0,0,Regular-Party,66.0,0,0,Checked-Out,26-02-2016,3,Winter,False,1.0,False,198.0,0.25,0.0,
Urban Hotel,False,102,2016,July,28,8,2,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,22.0,Not Applicable,0,Regular,72.25,0,0,Checked-Out,12-07-2016,4,Summer,False,2.0,False,289.0,0.5,0.4998750312421894,High
Urban Hotel,False,18,2016,July,30,17,2,1,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,138.0,Not Applicable,0,Regular,85.0,0,0,Checked-Out,20-07-2016,3,Summer,False,2.0,False,255.0,0.5,0.6664445184938355,Low
Urban Hotel,True,437,2016,May,19,2,1,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,60.0,0,0,Cancelled,14-03-2016,3,Spring,False,2.0,False,180.0,0.5,0.33322225924691773,
Urban Hotel,False,41,2015,October,44,28,0,1,1,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,100.0,0,3,Checked-Out,29-10-2015,1,Autumn,False,1.0,False,100.0,0.25,0.0,Medium
Luxury Resort,False,0,2015,October,44,27,0,1,1,0.0,0,SB,PRT,Direct,Direct,False,0,0,D,D,0,No Deposit,,Not Applicable,0,Regular,45.0,0,0,Checked-Out,28-10-2015,1,Autumn,False,1.0,False,45.0,0.25,0.0,
Luxury Resort,False,6,2017,August,33,15,0,3,2,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,217.33,0,2,Checked-Out,18-08-2017,3,Summer,False,2.0,False,651.99,0.5,0.0,Very Low
Luxury Resort,False,194,2016,July,31,30,2,5,2,2.0,0,SB,PRT,Online TA,TA/TO,False,0,0,G,G,0,No Deposit,240.0,Not Applicable,0,Regular,240.57,1,0,Checked-Out,06-08-2016,7,Summer,True,4.0,True,1683.99,1.0,0.285673475217826,High
Urban Hotel,False,92,2017,April,14,7,1,2,2,0.0,0,SB,NLD,Direct,Direct,False,0,0,A,A,0,No Deposit,14.0,Not Applicable,0,Regular,99.0,0,0,Checked-Out,10-04-2017,3,Spring,False,2.0,False,297.0,0.5,0.33322225924691773,High
Urban Hotel,False,131,2015,August,33,15,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,17.0,Not Applicable,0,Regular-Party,94.5,0,0,Checked-Out,18-08-2015,3,Summer,False,2.0,False,283.5,0.5,0.6664445184938355,High
Urban Hotel,True,37,2016,December,53,27,0,4,2,0.0,0,SB,BRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,108.8,0,1,Cancelled,27-11-2016,4,Winter,False,2.0,False,435.2,0.5,0.0,Medium
Luxury Resort,True,48,2017,June,22,2,0,2,2,2.0,0,HB,GBR,Online TA,TA/TO,False,0,0,C,C,0,No Deposit,240.0,Not Applicable,0,Regular,203.0,0,1,Cancelled,20-04-2017,2,Summer,True,4.0,False,406.0,1.0,0.0,Medium
Luxury Resort,False,129,2016,September,37,9,2,5,2,0.0,0,SB,PRT,Direct,Direct,False,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,131.1,0,0,Checked-Out,16-09-2016,7,Autumn,False,2.0,True,917.6999999999999,0.5,0.285673475217826,High
Luxury Resort,True,23,2015,December,49,3,0,1,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,46.4,0,1,Cancelled,13-11-2015,1,Winter,False,2.0,False,46.4,0.5,0.0,Low
Urban Hotel,False,102,2016,May,19,1,2,2,1,0.0,0,SB,USA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,89.25,0,2,Checked-Out,05-05-2016,4,Spring,False,1.0,False,357.0,0.25,0.4998750312421894,High
Urban Hotel,True,126,2016,September,37,8,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,118.8,0,0,Cancelled,17-05-2016,3,Autumn,False,2.0,False,356.4,0.5,0.0,High
Luxury Resort,False,9,2015,October,42,11,1,0,2,0.0,0,SB,PRT,Direct,Direct,False,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,56.0,0,0,Checked-Out,12-10-2015,1,Autumn,False,2.0,False,56.0,0.5,0.9990009990009991,Low
Luxury Resort,False,36,2017,February,8,23,2,5,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,40.0,Not Applicable,0,Corporate Contract,36.12,0,0,Checked-Out,02-03-2017,7,Winter,False,2.0,True,252.83999999999997,0.5,0.285673475217826,Medium
Luxury Resort,False,0,2015,August,35,24,1,0,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,137.7,0,0,Checked-Out,25-08-2015,1,Summer,False,2.0,False,137.7,0.5,0.9990009990009991,
Luxury Resort,False,10,2016,August,32,5,2,4,1,1.0,0,SB,CHE,Online TA,TA/TO,False,0,0,D,D,1,No Deposit,240.0,Not Applicable,0,Regular,242.33,0,1,Checked-Out,11-08-2016,6,Summer,True,2.0,False,1453.98,0.5,0.33327778703549404,Low
Urban Hotel,True,91,2016,October,41,8,2,2,2,0.0,0,SB,SWE,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,118.8,0,1,Cancelled,12-09-2016,4,Autumn,False,2.0,False,475.2,0.5,0.4998750312421894,High
Luxury Resort,False,6,2016,March,14,30,0,1,2,0.0,0,SB,PRT,Corporate,Corporate,False,0,0,A,A,0,No Deposit,,178.0,0,Regular-Party,50.0,0,0,Checked-Out,31-03-2016,1,Spring,False,2.0,False,50.0,0.5,0.0,Very Low
Luxury Resort,False,57,2015,August,35,29,2,4,2,0.0,0,SB,IRL,Offline TA/TO,TA/TO,False,0,0,D,D,0,No Deposit,171.0,Not Applicable,0,Regular,101.25,0,0,Checked-Out,04-09-2015,6,Summer,False,2.0,False,607.5,0.5,0.33327778703549404,Medium
Luxury Resort,False,93,2015,August,33,15,2,4,2,0.0,0,SB,ESP,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,134.0,Not Applicable,0,Regular,107.0,0,0,Checked-Out,21-08-2015,6,Summer,False,2.0,False,642.0,0.5,0.33327778703549404,High
Urban Hotel,False,16,2017,May,20,15,1,0,1,0.0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,88.0,0,1,Checked-Out,16-05-2017,1,Spring,False,1.0,False,88.0,0.25,0.9990009990009991,Low
Urban Hotel,False,19,2017,June,26,29,0,2,1,0.0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,120.0,0,1,Checked-Out,01-07-2017,2,Summer,False,1.0,False,240.0,0.25,0.0,Low
Urban Hotel,False,256,2017,July,29,21,1,2,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular-Party,107.1,0,2,Checked-Out,24-07-2017,3,Summer,False,2.0,False,321.29999999999995,0.5,0.33322225924691773,High
Luxury Resort,False,203,2017,May,21,25,0,3,2,0.0,0,SB,GBR,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,,223.0,0,Regular-Party,48.0,0,0,Checked-Out,28-05-2017,3,Spring,False,2.0,False,144.0,0.5,0.0,High
Urban Hotel,False,58,2016,March,14,28,1,2,2,2.0,0,SB,ESP,Online TA,TA/TO,False,0,0,F,F,1,No Deposit,9.0,Not Applicable,0,Regular,153.85,0,1,Checked-Out,31-03-2016,3,Spring,True,4.0,False,461.54999999999995,1.0,0.33322225924691773,Medium
Urban Hotel,False,89,2016,July,30,17,1,0,3,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,137.7,0,2,Checked-Out,18-07-2016,1,Summer,False,3.0,False,137.7,0.75,0.9990009990009991,Medium
Urban Hotel,False,177,2017,August,31,1,0,1,2,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,139.5,1,1,Checked-Out,02-08-2017,1,Summer,False,2.0,False,139.5,0.5,0.0,High
Luxury Resort,True,199,2016,May,19,2,1,1,2,0.0,0,HB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,298.0,Not Applicable,0,Regular-Party,85.0,0,0,Cancelled,18-04-2016,2,Spring,False,2.0,False,170.0,0.5,0.49975012493753124,High
Luxury Resort,False,0,2016,July,32,31,1,0,2,0.0,0,SB,PRT,Direct,Direct,True,0,1,A,C,0,No Deposit,,Not Applicable,0,Regular,155.0,1,0,Checked-Out,01-08-2016,1,Summer,False,2.0,False,155.0,0.5,0.9990009990009991,
Luxury Resort,True,190,2017,July,29,17,2,5,3,0.0,0,Undefined,CHE,Direct,Direct,False,0,0,D,D,3,No Deposit,250.0,Not Applicable,0,Regular,256.5,0,0,Cancelled,03-07-2017,7,Summer,False,3.0,True,1795.5,0.75,0.285673475217826,High
Urban Hotel,True,219,2015,September,36,4,1,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,No Deposit,3.0,Not Applicable,0,Regular-Party,80.0,0,0,Cancelled,27-06-2015,3,Autumn,False,2.0,False,240.0,0.5,0.33322225924691773,High
Urban Hotel,False,26,2016,May,21,19,0,1,3,0.0,0,SB,ITA,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,177.0,0,2,Checked-Out,20-05-2016,1,Spring,False,3.0,False,177.0,0.75,0.0,Low
Luxury Resort,False,294,2016,June,26,21,0,5,1,0.0,0,SB,RUS,Online TA,TA/TO,False,0,0,A,A,1,No Deposit,240.0,Not Applicable,0,Regular,64.8,0,1,Checked-Out,26-06-2016,5,Summer,False,1.0,False,324.0,0.25,0.0,High
Luxury Resort,False,37,2015,November,46,8,2,5,2,0.0,0,SB,PRT,Corporate,Corporate,False,0,0,E,E,1,No Deposit,185.0,281.0,0,Regular-Party,52.2,0,0,Checked-Out,15-11-2015,7,Autumn,False,2.0,True,365.40000000000003,0.5,0.285673475217826,Medium
Luxury Resort,False,45,2016,July,31,24,2,0,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular-Party,223.0,1,1,Checked-Out,26-07-2016,2,Summer,False,2.0,False,446.0,0.5,0.9995002498750625,Medium
Urban Hotel,True,53,2016,April,14,2,0,1,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,90.9,0,0,Cancelled,19-02-2016,1,Spring,False,2.0,False,90.9,0.5,0.0,Medium
Luxury Resort,False,53,2015,October,40,3,2,2,2,0.0,0,SB,IRL,Online TA,TA/TO,False,0,0,D,F,0,No Deposit,240.0,Not Applicable,0,Regular,59.4,0,1,Checked-Out,07-10-2015,4,Autumn,False,2.0,False,237.6,0.5,0.4998750312421894,Medium
Urban Hotel,False,2,2015,November,48,27,1,2,2,0.0,0,SB,AUT,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,7.0,Not Applicable,0,Regular,59.75,0,1,Checked-Out,30-11-2015,3,Autumn,False,2.0,False,179.25,0.5,0.33322225924691773,Very Low
Urban Hotel,True,43,2016,March,13,22,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,88.2,0,0,Cancelled,19-03-2016,3,Spring,False,2.0,False,264.6,0.5,0.0,Medium
Urban Hotel,True,288,2016,April,17,21,0,2,2,0.0,0,SB,Unknown,Group Bookings,TA/TO,False,0,0,A,A,0,Non Refund,1.0,Not Applicable,0,Regular,62.0,0,0,Cancelled,21-10-2015,2,Spring,False,2.0,False,124.0,0.5,0.0,High
Luxury Resort,False,132,2016,June,24,6,2,5,2,0.0,0,SB,GBR,Direct,Direct,False,0,0,E,F,1,No Deposit,250.0,Not Applicable,0,Regular,98.72,0,1,Checked-Out,13-06-2016,7,Summer,False,2.0,True,691.04,0.5,0.285673475217826,High
Urban Hotel,False,105,2017,May,18,5,1,2,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,28.0,Not Applicable,0,Regular,85.0,0,0,Checked-Out,08-05-2017,3,Spring,False,2.0,False,255.0,0.5,0.33322225924691773,High
Luxury Resort,False,222,2017,May,18,1,1,5,2,0.0,0,HB,GBR,Group Bookings,TA/TO,False,0,0,D,D,4,No Deposit,,Not Applicable,0,Regular-Party,92.0,0,1,Checked-Out,07-05-2017,6,Spring,False,2.0,False,552.0,0.5,0.16663889351774702,High
Luxury Resort,False,21,2016,April,15,6,0,1,2,0.0,0,SB,AUT,Offline TA/TO,TA/TO,False,0,0,D,D,0,No Deposit,251.0,Not Applicable,0,Regular,59.0,0,0,Checked-Out,07-04-2016,1,Spring,False,2.0,False,59.0,0.5,0.0,Low
Urban Hotel,False,66,2016,September,36,3,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,False,0,0,A,D,1,No Deposit,9.0,Not Applicable,0,Regular,96.3,1,1,Checked-Out,04-09-2016,1,Autumn,False,2.0,False,96.3,0.5,0.0,Medium
Urban Hotel,False,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,6.0,Not Applicable,0,Regular-Party,103.84,0,1,Checked-Out,15-07-2017,2,Summer,False,2.0,False,207.68,0.5,0.0,
Urban Hotel,False,6,2016,April,16,15,0,1,2,0.0,0,SB,BRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,131.0,0,1,Checked-Out,16-04-2016,1,Spring,False,2.0,False,131.0,0.5,0.0,Very Low
Luxury Resort,False,115,2015,July,28,10,2,7,2,0.0,0,SB,IRL,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,120.6,0,2,Checked-Out,19-07-2015,9,Summer,False,2.0,True,1085.3999999999999,0.5,0.22219753360737698,High
